# budget_alloc.tsv - 予算配賦（封筒への割り当て）
#
# 形式は actual.journal と同じ:
#   date<TAB>memo<TAB>from<TAB>to<TAB>amount
#
# 例）今日の時点で予算レイヤに原資を入れる（期首投入）:
#   2026-05-26	seed	開始時予算	未割当予算	16230
#
# 例）未配賦から各箱へ配賦:
#   2026-05-26	alloc	未割当予算	食費封筒	20000
#
# 空でもOK

2026-06-07	seed-reset	開始時予算	未割当予算	8170
2026-06-07	alloc-reset-daily	未割当予算	食費封筒	8170

2026-06-14	sync-to-actual	開始時予算	未割当予算	214
2026-06-14	clear-shortfall	未割当予算	一般生活封筒	500
2026-06-14	clear-shortfall	未割当予算	一般生活封筒	1000
2026-06-14	rebalance-to-liquid	食費封筒	未割当予算	1286
2026-06-14	調整分の補填	未割当予算	ゆうちょ貯金封筒	16
2026-06-14	前サイクルの黒字を回収	食費封筒	未割当予算	4336
2026-06-14	前サイクルの赤字を補填	未割当予算	タバコ封筒	4000
2026-06-14	前サイクルの赤字を補填	未割当予算	食費ストック封筒	238

2026-06-15	新サイクルseed	開始時予算	未割当予算	119846
2026-06-15	新サイクル予算配分	未割当予算	食費封筒	40000
2026-06-15	新サイクル予算配分	未割当予算	食費ストック封筒	10000
2026-06-15	新サイクル予算配分	未割当予算	タバコ封筒	30000
2026-06-15	新サイクル予算配分	未割当予算	一般生活封筒	30000
2026-06-15	新サイクル予算配分	未割当予算	ゆうちょ貯金封筒	5000
2026-06-15	新サイクル予算配分	未割当予算	オルカン投資封筒	2600

2026-06-17	新サイクル追加配分	未割当予算	通院封筒	3000
2026-06-17	通院予算を未割当へ戻す	通院封筒	未割当予算	3000
2026-06-18	予算調整(保険料等予定増による)	一般生活封筒	未割当予算	2143

